objectid,Código Gasoduto,Ramal,Código Material,Código Diâmetro,Finalidade,shape,st_length(shape)
2731,88773,RED BAKE,PEAD,32,COMERCIAL,,0.00017603435654716355
2732,88765,EDIF. MORADA BELA VISTA,PEAD,32,RESIDENCIAL,,0.000024398190922374958
2733,88764,EDIF. MORADA BELA VISTA,PEAD,32,RESIDENCIAL,,0.000024869071388553243
2734,88772,RED BAKE,PEAD,32,COMERCIAL,,0.000020114814360454082
2735,88769,THE BLACK ANGUS,PEAD,32,COMERCIAL,,0.00004216036458842424
2736,88768,THE BLACK ANGUS,PEAD,32,COMERCIAL,,0.0000294786676867872
2737,89230,RECAU (SAIRÉ),AÇO,12,INDUSTRIAL,,0.008318533328986601
2739,89231,RECAU (BEZERROS),AÇO,12,INDUSTRIAL,,0.0551561923057919
2740,89406,EDIF. MARIA NORMA,PEAD,32,RESIDENCIAL,,0.000040907964530149875
2741,89405,EDIF. MARIA NORMA,PEAD,32,RESIDENCIAL,,0.00038929616804812004
2742,89392,DOMINO'S PIZZARIA,PEAD,32,COMERCIAL,,0.00003941016297123252
2743,89387,DOMINO'S PIZZARIA,PEAD,32,COMERCIAL,,0.00013745284706036468
2744,89338,LAÇA BURGUER (BOA VIAGEM III),PEAD,32,COMERCIAL,,0.000023571583421569284
2756,88810,EDIF. PALMA DE MAIORCA,PEAD,32,RESIDENCIAL,,0.00035685433534774646
2757,88807,EDIF. ANDRESSA DE ALMEIDA,PEAD,32,RESIDENCIAL,,0.000042705339091286224
2758,88806,EDIF. ANDRESSA DE ALMEIDA,PEAD,32,RESIDENCIAL,,0.00023171168378444547
2759,88803,EDIF. SANTORINI,PEAD,32,RESIDENCIAL,,0.0000068102151779258205
2760,88802,EDIF. SANTORINI,PEAD,32,RESIDENCIAL,,0.000028199825283146705
2761,88799,EDIF. BAVIERA,PEAD,32,RESIDENCIAL,,0.00001550499110113358
2762,88717,AV. ENG. DOMINGOS FERREIRA / R. HENRIQUE CAPITULINO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0009445056004515925
2763,85272,R. ESTADO DE ISRAEL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.003549041067932679
2764,91918,EDIF. INFANTE DOM HENRIQUE,PEAD,32,RESIDENCIAL,,0.0000978492188295216
2765,88798,EDIF. BAVIERA,PEAD,32,RESIDENCIAL,,0.0000323897421416102
2766,88795,EDIF. ILE DE FRANCE,PEAD,32,RESIDENCIAL,,0.00002221499873959033
2767,88794,EDIF. ILE DE FRANCE,PEAD,32,RESIDENCIAL,,0.0001456113792892358
2745,89250,RECAU (CARUARU),AÇO,12,INDUSTRIAL,,0.06599547004300368
2746,89337,LAÇA BURGUER (BOA VIAGEM III),PEAD,32,COMERCIAL,,0.000054437519827780546
2747,89193,EDIF. RODIN,PEAD,32,RESIDENCIAL,,0.00004730337409185672
2748,89192,EDIF. RODIN,PEAD,32,RESIDENCIAL,,0.00009427890901468897
2749,89248,RECAU (CARUARU),AÇO,12,INDUSTRIAL,,0.008343338193980995
2750,89247,RECAU (CARUARU),AÇO,12,INDUSTRIAL,,0.00975876718048829
2751,89245,RECAU (CARUARU),AÇO,12,INDUSTRIAL,,0.01749523508761798
2752,89244,RECAU (CARUARU),AÇO,12,INDUSTRIAL,,0.009795151536803241
2753,91922,EDIF. ALGARVE,PEAD,32,RESIDENCIAL,,0.00004312310083900485
2754,89214,R. FRANCISCO DA CUNHA / R. PE. CARAPUCEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000007973810545280975
2755,88811,EDIF. PALMA DE MAIORCA,PEAD,32,RESIDENCIAL,,0.000018054964618726953
2769,85273,R. FRANCISCO ALVES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00009735103518015193
2770,85271,R. JOÃO ASFORA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0000863926824891299
2771,85270,R. ESTADO DE ISRAEL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0008834792702996946
2772,88111,R. TENENTE JOÃO CÍCERO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00001992139886205447
2773,85262,R. ESTADO DE ISRAEL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0002869917168387792
2774,85260,R. FRANCISCO ALVES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0012738839875074655
2775,91919,EDIF. CASA BLANCA,PEAD,32,RESIDENCIAL,,0.00023993704681790054
2776,85258,R. FREI MATIAS TEVES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00043348590285727923
2777,85257,R. FREI MATIAS TEVES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0010742713918586004
2778,85256,R. JOSÉ HENRIQUE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00026713045787063347
2779,85255,R. JOSÉ HENRIQUE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0014479977494630022
2780,85254,R. JOSÉ HENRIQUE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00015375159115532064
2781,85252,R. FREI MATIAS TEVES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.001005276889290785
2782,89242,RECAU (CARUARU),AÇO,12,INDUSTRIAL,,0.044520465091325255
2783,89241,RECAU (BEZERROS/CARUARU),AÇO,12,INDUSTRIAL,,0.0013058401766482327
2784,89240,RECAU (BEZERROS/CARUARU),AÇO,12,INDUSTRIAL,,0.037693654057369096
2814,85010,HOTEL DORISOL,PEAD,32,COMERCIAL,,0.000024230102620500805
2785,89238,RECAU (BEZERROS),AÇO,12,INDUSTRIAL,,0.044512038535299385
2786,85299,BOLSÃO BOA VIAGEM,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00014760965622207783
2787,85269,AV. LINS PETIT,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0024163869556812316
2788,91871,R. MINISTRO NELSON HUNGRIA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000015489891695005686
2789,91870,R. MINISTRO NELSON HUNGRIA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000059059233592059424
2790,87757,EDIF. GOLDEN STAR,PEAD,32,RESIDENCIAL,,0.000005782870308073665
2791,87756,EDIF. GOLDEN STAR,PEAD,32,RESIDENCIAL,,0.00002441763061805957
2792,87753,EDIF. COSTA DOURADA,PEAD,32,RESIDENCIAL,,0.000008138895809629215
2793,87049,EDIF. MIGUEL TORGA,PEAD,32,RESIDENCIAL,,0.00000829964438997238
2794,87048,EDIF. MIGUEL TORGA,PEAD,32,RESIDENCIAL,,0.00009546541367951013
2795,87752,EDIF. COSTA DOURADA,PEAD,32,RESIDENCIAL,,0.00002532179355811906
2796,87045,R. DOM JOSÉ LOPES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00043654861995369876
2797,85267,AV. LINS PETIT,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000630781807310709
2798,91869,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0000826227244380512
2799,85266,PRAÇA CHORA MENINO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005039424001992124
2800,85244,R. FREI MATIAS TEVES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0007008056287825191
2801,85241,R. DR. JOÃO ASFORA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0011847746051262872
2802,85243,R. ESTADO DE ISRAEL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0007223287948250498
2803,91864,EDIF. MOENDA,PEAD,32,RESIDENCIAL,,0.000015450432356409964
2804,88389,EDIF. STUDIO PORTAL DOS ARRECIFES,PEAD,32,RESIDENCIAL,,0.000022794965642450826
2805,87977,EDIF. MARIA VIEIRA,PEAD,32,RESIDENCIAL,,0.000022639383317572942
2806,85024,PANIFICAÇÃO SÃO BRAZ,PEAD,32,COMERCIAL,,0.0002787796744972921
2807,85023,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00010415878271883304
2808,92791,R. MARQUÊS DE VALENÇA/R. FRANCISCO DE BARROS BARRETO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.002680484700801051
2809,85020,EDIF. PIEDADE PRINCE,PEAD,32,RESIDENCIAL,,0.00001265691913539784
2810,85017,EDIF. GUERNICA,PEAD,32,RESIDENCIAL,,0.000044608039062482894
2811,87988,R. ANIZIO RIBEIRO COELHO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0008517426686631283
2812,87978,EDIF. MARIA VIEIRA,PEAD,32,RESIDENCIAL,,0.000013953063928757728
2813,85011,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0003778250567127596
2815,85009,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000035713927731348736
2816,86922,EDIF. MANUÊ,PEAD,32,RESIDENCIAL,,0.00007772354582750326
2817,86921,EDIF. MANUÊ,PEAD,32,RESIDENCIAL,,0.00006923449548454874
2818,86913,CASA DO BOLO,PEAD,32,COMERCIAL,,0.00001071941372396336
2819,86912,CASA DO BOLO,PEAD,32,COMERCIAL,,0.00019595747329279782
2820,85240,R. FREI MATIAS TEVES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00044713191470110644
2821,85239,R. FREI MATIAS TEVES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0007163808026165358
2822,85233,R. JOAQUIM IGNÁCIO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.001118395533268029
2823,85039,CABO(EM FRENTE A PETROFLEX),AÇO,4,INDUSTRIAL,,0.00005277743324416953
2824,85040,CABO(EM FRENTE A PETROFLEX),AÇO,6,INDUSTRIAL,,0.00001312298079705979
2825,85232,R. DO PAISSANDÚ/RUA JOAQUIM IGNÁCIO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.002170530705801601
2826,85230,R. DO PAISSANDÚ,PEAD,63,RESIDENCIAL/COMERCIAL,,0.001288324233976899
2827,89468,POSTO MOTOGÁS,AÇO,3,INDUSTRIAL,,0.0005904375190336336
2828,91861,EDIF. MAISON GAUDI,PEAD,32,RESIDENCIAL,,0.00010257185713927579
2829,89467,POSTO MASTERGÁS,AÇO,3,INDUSTRIAL,,0.00038433432731189255
2830,86578,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0001877397118642169
2831,86530,R. JORGE LIMA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000725765105189004
2832,85250,R. JORN. TRAJANO CHACON/RUA ESTADO DE ISRAEL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00017058957523302892
2833,85249,R. JORN. TRAJANO CHACON,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00010682684957499604
2834,89457,GUEDES GRILL DELIVERY,PEAD,32,COMERCIAL,,0.000010845741365895301
2835,85064,KRAFT FOODS,AÇO,2,INDUSTRIAL,,0.0026099708446689954
2862,85247,R. JORN. TRAJANO CHACON,PEAD,63,RESIDENCIAL/COMERCIAL,,0.001322557619385529
2880,86584,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0032425100823897683
2836,85063,RECAU (MORENO/VITÓRIA/POMBOS),AÇO,12,INDUSTRIAL,,0.1337519443100894
2837,89456,GUEDES GRILL DELIVERY,PEAD,32,COMERCIAL,,0.00014658656885184262
2838,85033,IPSEP,AÇO,6,INDUSTRIAL,,0.004040854914907119
2839,91860,R. DONA MARIA CAROLINA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00006032488111910791
2840,89853,AV. MAL. MASCARENHAS DE MORAES,AÇO,6,INDUSTRIAL,,0.004157286766366217
2841,91535,INDÚSTRIA VEGAL (R. PONTAS DE PEDRA),AÇO,2,INDUSTRIAL,,0.00002772712724528322
2842,89867,PRAZERES/PONTEZINHA - AV. DR. JÚLIO MARANHÃO (LEVANTAMENTO PLANAL,AÇO,6,INDUSTRIAL,,0.006677555142073004
2843,91532,VITÓRIA PARK SHOPPING (EX BRASIL CANA E ÁGUA),AÇO,4,INDUSTRIAL,,0.0005975622681603985
2844,85026,YOKI,AÇO,2,INDUSTRIAL,,0.001280235708052175
2845,85025,PLUSVITA,AÇO,2,INDUSTRIAL,,0.000054071552418993854
2846,89432,EDIF. ALAMEDA DAS ACÁCIAS,PEAD,32,RESIDENCIAL,,0.00007342458842240792
2847,89431,EDIF. ALAMEDA DAS ACÁCIAS,PEAD,32,RESIDENCIAL,,0.00005041468481268459
2848,89428,RUA JORNALISTA HERCÍLIO CELSO,PEAD,32,RESIDENCIAL/COMERCIAL,,0.0013405184722679157
2849,89427,EDIF. JOSEFA DOS SANTOS,PEAD,32,RESIDENCIAL,,0.00018408652323088361
2850,89426,EDIF. JOSEFA DOS SANTOS,PEAD,32,RESIDENCIAL,,0.00002873102916708693
2851,89423,EDIF. JEQUITIBÁ I,PEAD,32,RESIDENCIAL,,0.00036575583726537763
2852,89422,EDIF. JEQUITIBÁ I,PEAD,32,RESIDENCIAL,,0.000024601529403677326
2853,89419,EDIF. MAR GRANDE,PEAD,32,RESIDENCIAL,,0.000024903104726117988
2854,89418,EDIF. MAR GRANDE,PEAD,32,RESIDENCIAL,,0.000011467744024000537
2855,89413,EDIF. PORTO FINO,PEAD,32,RESIDENCIAL,,0.000015894251161976773
2856,89412,EDIF. PORTO FINO,PEAD,32,RESIDENCIAL,,0.00009992109082671185
2857,89260,EDIF. BOULEVARD SAINT JACQUES,PEAD,32,RESIDENCIAL,,0.00007102594131723986
2858,89411,RUA JÚLIO PIRES,PEAD,32,RESIDENCIAL/COMERCIAL,,0.0000172463967541049
2859,89410,AV. BOA VIAGEM,PEAD,32,RESIDENCIAL/COMERCIAL,,0.0006627841061849664
2860,85246,R. JORN. TRAJANO CHACON,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000771086897909162
2861,85051,"RECAU VITORIA I SDV-0502/RECAU VITORIA DERIVAÇÃO 6""",AÇO,12,INDUSTRIAL,,0.0020082982761163433
2879,91203,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00010554330665844561
2863,85049,RECAU MORENO/RECAU BONANÇA XV-0545,AÇO,12,INDUSTRIAL,,0.08124831227850682
2864,85048,RECAU JABOATÃO/RECAU MORENO,AÇO,12,INDUSTRIAL,,0.0823917049603569
2865,85047,ERP 402/CV RECAU JABOATÃO,AÇO,12,INDUSTRIAL,,0.0044286208107673026
2866,90258,CRUZAMENTO BR-101 PARA OS HOTEIS EROS E RHODES,AÇO,3,INDUSTRIAL,,0.0005052371168961801
2867,91859,EDIF. MAISON GAUDI,PEAD,32,RESIDENCIAL,,0.000006395945981635555
2868,90257,POSTO H.J. COMÉRCIO (EX. POSTO MAURÍCIO DE NASSAU) -,AÇO,6,INDUSTRIAL,,0.0004688641889557236
2869,90256,POSTO H.J. COMÉRCIO (EX POSTO MAURÍCIO DE NASSAU) -,AÇO,6,INDUSTRIAL,,0.0038929008686057046
2870,90167,POSTO PETROCAL / EX-CEASA BR,AÇO,6,INDUSTRIAL,,0.001520777394629243
2871,90059,AV. GOV. AGAMENON MAGALHÃES,AÇO,6,INDUSTRIAL,,0.0021096501605107855
2872,86930,EDIF. CHAMBORD,PEAD,32,RESIDENCIAL,,0.000008363585356193654
2873,89662,EDIF. GORBEA,PEAD,32,RESIDENCIAL,,0.00009803310281751358
2874,89962,ARTESANATO DE BARRO,AÇO,2,INDUSTRIAL,,0.000763383339027371
2875,86589,R. PE. NESTOR DE ALENCAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.004091092223269094
2876,86640,POSTO BR-TORRÕES,AÇO,2,INDUSTRIAL,,0.0014408014366251423
2877,86587,AV. PRES. CASTELO BRANCO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.003299460638375252
2878,89961,ARTESANATO DE BARRO,AÇO,2,INDUSTRIAL,,0.0010186695162495536
2882,89657,EDIF. CARAVELAS,PEAD,32,RESIDENCIAL,,0.000017600085511155903
2883,89658,EDIF. CARAVELAS,PEAD,32,RESIDENCIAL,,0.00002948561244064637
2884,86579,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0000071883466805657056
2885,91201,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0003866075124724536
2886,91199,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0005676904909717068
2887,86576,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0009645516996105205
2888,88398,EDIF. ALAMEDA DOS PINHEIROS,PEAD,32,RESIDENCIAL,,0.00010566609182703788
2889,88397,EDIF. ALAMEDA DOS PINHEIROS,PEAD,32,RESIDENCIAL,,0.00002267335027787982
2890,88390,EDIF. STUDIO PORTAL DOS ARRECIFES,PEAD,32,RESIDENCIAL,,0.000015769921006184513
2891,86929,EDIF. CHAMBORD,PEAD,32,RESIDENCIAL,,0.00017362611032897498
2892,92349,POSTO TEXACO SERRA V,AÇO,2,INDUSTRIAL,,1.1313708498984761e-8
2893,86925,EDIF. HYDE PARK,PEAD,32,RESIDENCIAL,,0.00010668697606166857
2894,90255,POSTO PETROCAL CAXANGÁ-BR,AÇO,4,INDUSTRIAL,,0.0003990018883915219
2895,90253,POSTO PETROCAL CAXANGÁ-BR,AÇO,6,INDUSTRIAL,,0.005863371501552341
2896,84407,INTERNO M&G,AÇO,6,INDUSTRIAL,,0.00008105071784426281
2897,84404,AV. BERNARDO VIEIRA DE MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00004691924621091008
2898,88038,RESTAURANTE LUSO-BRASILEIRO,PEAD,32,COMERCIAL,,0.000006350471242356743
2899,88037,RESTAURANTE LUSO-BRASILEIRO,PEAD,32,COMERCIAL,,0.000436415509306624
2900,84394,POSTO PETRO CABO,AÇO,4,INDUSTRIAL,,0.00065529868912856
2901,88034,EDIF. QUEBEC,PEAD,32,RESIDENCIAL,,0.000006110202369807403
2902,86709,R. DR. JOÃO GUILHERME DE PONTES SOBRINHO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0006420108112110012
2903,88033,EDIF. QUEBEC,PEAD,32,RESIDENCIAL,,0.00020697569129181261
2904,86692,RECIFE/CARUARU-TRECHO VITORIA,AÇO,6,INDUSTRIAL,,0.0005469214895605295
2905,88030,EDIF. GOLDEN DAY,PEAD,32,RESIDENCIAL,,0.00003312389312867677
2906,88029,EDIF. GOLDEN DAY,PEAD,32,RESIDENCIAL,,0.000058066880828522116
2907,88026,EDIF. MARIA GABRIELA,PEAD,32,RESIDENCIAL,,0.00009648594578661268
2908,88025,EDIF. MARIA GABRIELA,PEAD,32,RESIDENCIAL,,0.00017902666943509505
2909,84377,IPSEP,AÇO,6,INDUSTRIAL,,0.001620744495389696
2910,87630,EDIF. MARIA ALICE,PEAD,32,RESIDENCIAL,,0.00004513479417256713
2911,87629,EDIF. MARIA ALICE,PEAD,32,RESIDENCIAL,,0.00002821909169339084
2912,87254, R. TENENTE DOMINGOS DE BRITO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0007824781916052515
2913,91819,DOMINO'S PIZZARIA - PIEDADE,PEAD,32,COMERCIAL,,0.0000045206813645732655
2914,84366,R. BARÃO DE SOUZA LEÃO,AÇO,4,INDUSTRIAL,,0.0021349497771187137
2915,90115,EDIF. PIEDADE PRINCE,PEAD,32,RESIDENCIAL,,0.00006766051508343802
2946,84318,EDIF. GUARARAPARI,PEAD,32,RESIDENCIAL,,0.00011721547323199272
2916,92152,ESTRADA DO FRIO,AÇO,8,INDUSTRIAL,,0.029698479434388952
2917,90113,EDIF. SÃO FRANCISCO DE PAULA,PEAD,32,RESIDENCIAL,,0.00013678143441293107
2918,84363,POSTO TEXACO NOVA ERA,AÇO,4,INDUSTRIAL,,0.0021941841932315038
2919,90111,EDIF. LYGIA MELO,PEAD,32,RESIDENCIAL,,0.00008190939367984602
2920,84361,POSTO SUAPE PETRÓLEO,AÇO,4,INDUSTRIAL,,0.0016878916939280543
2921,90110,EDIF. LYGIA MELO,PEAD,32,RESIDENCIAL,,0.00001130211042239457
2922,88280,EDIF. JOÃO COSTA,PEAD,32,RESIDENCIAL,,0.00000826125444469543
2923,88279,EDIF. JOÃO COSTA,PEAD,32,RESIDENCIAL,,0.000037267329177176085
2924,91685,EDIF. PORTO EIVISSA,PEAD,32,RESIDENCIAL,,0.000004324180384766574
2925,84348,AV. BERNARDO VIEIRA DE MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005540862159646277
2926,84347,AV. BERNARDO VIEIRA DE MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0002230337282520292
2927,92150,PE-15,AÇO,4,INDUSTRIAL,,1e-9
2928,92153,O CHAPEU DE COURO,PEAD,32,COMERCIAL,,0.000039868086732645126
2929,88262,AV. SEN. PAULO GUERRA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0033080765428897367
2930,84343,RAMAL 378,AÇO,6,INDUSTRIAL,,0.006752193322548211
2931,84342,EDIF. MIRAMAR,PEAD,32,RESIDENCIAL,,0.000034939411843933494
2932,84341,AV. BARRETO DE MENEZES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000849073280582668
2933,84339,AV. BARRETO DE MENEZES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0009822110375474304
2934,88261,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0003103929858049081
2935,88364,EDIF. VILA DO CONDE,PEAD,32,RESIDENCIAL,,0.000010456962513081893
2936,89958,PE-60,AÇO,4,INDUSTRIAL,,0.0004938788256028271
2937,84896,INDÚSTRIA ASA,AÇO,6,INDUSTRIAL,,0.00006379165238419647
2938,84334,BOLSÃO BV,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000014820691515580506
2939,84333,BOLSÃO BV I,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000013561013346988414
2940,90062,AV. GOV. AGAMENON MAGALHÃES,AÇO,6,INDUSTRIAL,,0.003526920919586501
2941,91914,EMPORIO GASTRONOMICO,PEAD,32,COMERCIAL,,0.000049104021352941275
2942,91912,EMPORIO GASTRONOMICO,PEAD,32,COMERCIAL,,0.000006350040393572312
2943,89939,UNINEFRON,PEAD,32,COMERCIAL,,0.000017185198427716802
2944,90058,AV. GOV. AGAMENON MAGALHÃES,AÇO,6,INDUSTRIAL,,0.0032866896497237294
2945,90063,AV. GOV. AGAMENON MAGALHÃES,AÇO,6,INDUSTRIAL,,0.0038626704919320423
2947,84317,EDIF. AMALITA,PEAD,32,RESIDENCIAL,,0.000028919006483625955
2948,84316,HOTEL BLUE TREE TOWERS,PEAD,32,COMERCIAL,,0.00005742766243719136
2949,84315,EDIF. MARIA JOSÉ DE ANDRADE,PEAD,32,RESIDENCIAL,,0.000035696535476149504
2950,84314,EDIF. FRANCISCO REGO BARROS DE LACERDA,PEAD,32,RESIDENCIAL,,0.00002268066147624447
2951,84313,HOTEL GOLDEN BEACH,PEAD,32,COMERCIAL,,0.00003530081224277991
2952,84312,EDIF. MORADA BEIRA MAR,PEAD,32,RESIDENCIAL,,0.000033273026252506704
2953,84311,EDIF. RAIMUNDO SOARES DE SOUZA,PEAD,32,RESIDENCIAL,,0.00012067389174548072
2954,84310,EDIF. PORTO DOS CORAIS,PEAD,32,RESIDENCIAL,,0.000028124637259883016
2955,84309,EDIF. PRÍNCIPE DE FERRARA,PEAD,32,RESIDENCIAL,,0.000029963069952860305
2956,84308,EDIF. MASSAPÊ,PEAD,32,RESIDENCIAL,,0.000022500163310518437
2957,84307,EDIF. ATLÂNTICO SUL,PEAD,32,RESIDENCIAL,,0.00003923194312037068
2958,84306,EDIF. TWIN TOWERS,PEAD,32,RESIDENCIAL,,0.000024451565205524165
2959,84305,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0001496633390263717
2960,84304,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00022895923731038978
2961,84302,EDIF. PORTO FINO,PEAD,32,RESIDENCIAL,,0.00003076240874834089
2962,84301,EDIF. HUMBERTO PONTES FILHO,PEAD,32,RESIDENCIAL,,0.000034451525655622274
2963,90119,AUTOLINE HONDA,PEAD,32,COMERCIAL,,0.000045352151900433565
2964,84297,AV. COPACABANA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00007289724516056832
2965,90117,AUTOLINE HONDA,PEAD,32,COMERCIAL,,0.00001814117129625317
2966,89957,PE-60,AÇO,4,INDUSTRIAL,,0.0044287413504201165
2967,89670,EDIF. PAIOL,PEAD,32,RESIDENCIAL,,0.000019580968643047258
2968,84293,RESTAURANTE NÍCOLAS,PEAD,32,COMERCIAL,,0.000010797643122459642
2969,84292,RESTAURANTE CHINA DRAGON,PEAD,32,COMERCIAL,,0.00001927734836537432
2970,89672,EDIF. PAIOL,PEAD,32,RESIDENCIAL,,0.000022159923330192275
2971,84287,EDIF. ART1 CAPIBA,PEAD,63,RESIDENCIAL,,0.00047728989495905786
2972,90164,AV. ENG. ABDIAS DE CARVALHO,AÇO,10,INDUSTRIAL,,0.0028325297516314752
2973,90165,AV. ENG. ABDIAS DE CARVALHO,AÇO,10,INDUSTRIAL,,0.004904785234981006
2974,92492,R. PETROLINA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.001708905825085719
2975,92487,EDIF. KALAY,PEAD,32,RESIDENCIAL,,0.000005348246254614684
2976,92112,EDIF. QUINTA DO ALENTEJO,PEAD,32,RESIDENCIAL,,0.00008290834877743013
2977,92110,EDIF. QUINTA DO ALENTEJO,PEAD,32,RESIDENCIAL,,0.000008260154054253468
2978,91851,PROUVOT COZINHA E BAR,PEAD,32,COMERCIAL,,0.00008630809455530995
2979,91849,PROUVOT COZINHA E BAR,PEAD,32,COMERCIAL,,0.00003667891257930093
2980,84264,ALIMENTOS SAMPAIO,AÇO,2,INDUSTRIAL,,0.0006025914439556967
2981,92489,EDIF. KALAY,PEAD,32,RESIDENCIAL,,0.000032951367225048496
2982,84243,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000056403050218937626
2984,84260,R. BARÃO DE SOUZA LEÃO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0010441814925910755
2985,92109,P/ LEON HEIMER,AÇO,4,INDUSTRIAL,,0.0037926315557576798
2986,84257,CABO(EM FRENTE A PETROFLEX),AÇO,6,INDUSTRIAL,,0.00027539044617742257
2987,84256,SHOPPING RECIFE,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0025114596772116337
2988,84254,ISOPOR,AÇO,1,INDUSTRIAL,,0.0017609556142930021
2989,84253,POSTO SOPHIA,AÇO,4,INDUSTRIAL,,0.000997036659483647
2990,84251,SANTO AMARO TEXTIL,AÇO,1,INDUSTRIAL,,0.0009136568961337606
2991,84249,UNILEVER GELADOS,AÇO,2,INDUSTRIAL,,0.00014301305913097585
2992,84247,EDIF. PLACE DE LA CONCORDE,PEAD,32,RESIDENCIAL,,0.0000057476927544885345
2993,84245,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0006783768308718752
2994,84244,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00018474459052973647
2995,84242,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00028438827146496997
2996,84241,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00027869231890850055
2997,84240,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0002605394017984035
