objectid,Código Gasoduto,Ramal,Código Material,Código Diâmetro,Finalidade,shape,st_length(shape)
1004,88393,R. DOM SÁVIO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000004832680519132214
1005,88380,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00040764546512540823
1006,88371,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0003436746572980705
1007,88276,PARK HOTEL,PEAD,32,COMERCIAL,,0.00007860410284231827
1008,88275,PARK HOTEL,PEAD,32,COMERCIAL,,0.000026991428065221002
1009,88558,EDIF. PARATI,PEAD,32,RESIDENCIAL,,0.00004122939691530789
1010,88557,EDIF. PARATI,PEAD,32,RESIDENCIAL,,0.000040634032091339396
1011,89479,EDIF. MARIA HELOÍSA,PEAD,32,RESIDENCIAL,,0.000012310348979618733
1012,88514,RECAU (SAIRÉ),AÇO,12,INDUSTRIAL,,0.00832881865382726
1013,88500,RECAU (SAIRÉ),AÇO,12,INDUSTRIAL,,0.004010150235622711
1014,88493,RECAU (GRAVATÁ),AÇO,12,INDUSTRIAL,,0.05043225569679353
1016,89358,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0026872635439801704
1017,91854,BIRITEIRO BOTEQUIM,PEAD,32,COMERCIAL,,0.0000311733557291805
1018,89357,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.005273956021175974
1019,90477,LE PARC,PEAD,63,RESIDENCIAL,,0.000860711738597315
1020,90475,LE PARC,PEAD,63,RESIDENCIAL,,0.000060330923640638264
1021,90470,LE PARC,PEAD,110,RESIDENCIAL,,0.0013577977832546612
1022,90474,LE PARC,PEAD,63,RESIDENCIAL,,0.000009643035725064238
1023,88272,EDIF. CONTATO,PEAD,32,RESIDENCIAL,,0.00007844854361705605
1024,88271,EDIF. CONTATO,PEAD,32,RESIDENCIAL,,0.0007604235846792055
1025,88268,EDIF. ANDRADE,PEAD,32,RESIDENCIAL,,0.0000549106942156072
1026,88267,EDIF. ANDRADE,PEAD,32,RESIDENCIAL,,0.0000851158947846993
1027,88264,EDIF. MOHANA,PEAD,32,RESIDENCIAL,,0.00011908013883899104
1028,88263,EDIF. MOHANA,PEAD,32,RESIDENCIAL,,0.00011084152156849414
1029,88257,EDIF. VIRGÍNIA WOOLF,PEAD,32,RESIDENCIAL,,0.000029937333929513196
1030,88256,EDIF. VIRGÍNIA WOOLF,PEAD,32,RESIDENCIAL,,0.00010426458275943946
1031,88253,RESTAURANTE CASA DOS BÁRBAROS,PEAD,32,COMERCIAL,,0.00004302117814518798
1032,88252,RESTAURANTE CASA DOS BÁRBAROS,PEAD,32,COMERCIAL,,0.0007391317951601421
1033,88249,EDIF. VILLA LOBOS,PEAD,32,RESIDENCIAL,,0.00004776640350254394
1034,88248,EDIF. VILLA LOBOS,PEAD,32,RESIDENCIAL,,0.00009956572195727349
1035,88237,EDIF. MORADA FRANCISCO DA CUNHA,PEAD,32,RESIDENCIAL,,0.0000620894893254642
1036,88236,EDIF. MORADA FRANCISCO DA CUNHA,PEAD,32,RESIDENCIAL,,0.00007607875420904313
1039,90345,RAMAL NORTE,AÇO,4,INDUSTRIAL,,0.015465479081246266
1040,89356,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.004100369018343981
1041,89355,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.001562915684858925
1042,89354,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0025393214000483497
1043,89352,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.001267709948195522
1037,90346,RAMAL NORTE,AÇO,8,INDUSTRIAL,,0.11115516251497445
1038,89444,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.011365007856583087
1044,89351,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0006731216455956956
1045,89353,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0019342980615690397
1046,88300,EDIF. BRUNOVILLE,PEAD,32,RESIDENCIAL,,0.000007282997322531432
1047,88299,EDIF. BRUNOVILLE,PEAD,32,RESIDENCIAL,,0.00004065851479087744
1048,88296,EDIF. ALENQUER,PEAD,32,RESIDENCIAL,,0.000013128360557159997
1049,88295,EDIF. ALENQUER,PEAD,32,RESIDENCIAL,,0.000026068043301010853
1050,88292,EDIF. ITAPUAMA,PEAD,32,RESIDENCIAL,,0.00009493008829710272
1051,88291,EDIF. ITAPUAMA,PEAD,32,RESIDENCIAL,,0.000031261399328565424
1052,88288,EDIF. AKRÓPOLIS,PEAD,32,RESIDENCIAL,,0.00002113758421357387
1053,89298,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.01480230331961408
1054,89297,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0013521517763549079
1055,89296,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0050343619917032735
1056,88577,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0004128348639396984
1057,88574,EDIF. BELA VISTA,PEAD,32,RESIDENCIAL,,0.000017320035623519946
1058,88527,RECAU (SAIRÉ),AÇO,12,INDUSTRIAL,,0.00834911145256743
1059,89349,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.00905503245442005
1060,89348,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0033546556154856228
1061,92595,TONY SPECIAL HOT GOG,PEAD,32,COMERCIAL,,0.00006980489611051649
1062,92594,AV. REPÚBLICA ÁRABE UNIDA/RUA SANTOS LEITE,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00006051625721928027
1063,92591,FRUTAPÃO,PEAD,32,COMERCIAL,,0.00006146871675901491
1064,92589,FRUTAPÃO,PEAD,32,COMERCIAL,,0.0000527314365914679
1065,92588,R.  DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,7.136399652485838e-7
1066,92587,EDIF. 14 BIS,PEAD,32,RESIDENCIAL,,0.0005437758088542983
1067,92581,EDIF. 14 BIS,PEAD,32,RESIDENCIAL,,0.00003774573450073532
1068,92122,R. PROF. EDUARDO WANDERLEY,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0007363728094997574
1069,88181,R. PROF. EDUARDO WANDERLEY,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0012365962253242616
1070,89295,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00460768213795121
1071,89294,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0008764762714304523
1072,89293,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00924404876253004
1073,92082,AV. PRES. KENNEDY,AÇO,4,INDUSTRIAL,,0.0034914924319835723
1074,89404,RDP 395.3 - MADALENA/TORRE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0018112097941670945
1075,89403,RDP 395.3 - MADALENA/TORRE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0011526783557901854
1076,89402,RDP 395.3 - MADALENA/TORRE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0014997135264857228
1077,89401,RDP 395.3 - MADALENA/TORRE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.001236841986617164
1078,89346,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.014012402133210386
1079,89347,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.009369190057048381
1080,88176,R. TENENTE JOÃO CÍCERO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000668256300932971
1081,88175,R. TENENTE JOÃO CÍCERO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000550229685064913
1082,91884,IF PRE-MOLDADOS,AÇO,3,INDUSTRIAL,,0.0001703936864704793
1083,89292,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0040833946342646145
1084,89291,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.01652373949560235
1085,89400,RDP 395.3 - MADALENA/TORRE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00348421039881045
1086,89399,RDP 395.3 - MADALENA/TORRE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00321676853907576
1087,89398,RDP 395.3 - MADALENA/TORRE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.006595185504419035
1088,89397,RDP 395.3 - MADALENA/TORRE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.004395129521864863
1089,89396,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.003266047864856986
1090,88724,R. PADRE BERNADINO PESSOA / R. DOS NAVEGANTES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00016317484169827326
1091,88723,R. PADRE BERNADINO PESSOA / R. FRANCISCO DA CUNHA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00017536896003914306
1092,88722,R. PADRE BERNADINO PESSOA / RUA MINISTRO NELSON HUNGRIA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00022612799819982235
1093,88721,R. TENENTE JOÃO CÍCERO / RUA MINISTRO NELSON HUNGRIA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0002092634263468714
1094,89350,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0012772895045225212
1095,88584,P/BARÃO SOUZA LEÃO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00013032385119002586
1096,88164,R. LUIS DE FARIAS BARBOSA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0023815222008968327
1097,90890,R. DHÁLIA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0004648716420228399
1098,89843,INFRAERO,AÇO,4,INDUSTRIAL,,0.0003343630808312627
1099,89842,INFRAERO,AÇO,6,INDUSTRIAL,,0.0014818328219417076
1100,88125,R. MINISTRO NELSON HUNGRIA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0006424571557267989
1101,88124,R. MINISTRO NELSON HUNGRIA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0002792372854870131
1102,88123,R. MINISTRO NELSON HUNGRIA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0001876920617118908
1103,89393,RDP 395.3 - MADALENA/TORRE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.015960913567297407
1104,89391,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0015638082319150057
1105,92726,HOTEL SHERATON,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000010771023810916047
1106,92725,RESTAURANTE BOA OPÇÃO,PEAD,32,COMERCIAL,,0.00007263352205556011
1107,92162,O CHAPEU DE COURO,PEAD,32,COMERCIAL,,0.0001239415999573993
1108,91602,EDIF. GRAND BEACH,PEAD,32,RESIDENCIAL,,0.00003599737862678336
1109,91601,R. TENENTE JOÃO CÍCERO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00037532192126694085
1110,88082,R. TENENTE JOÃO CÍCERO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0009570158655110368
1111,88081,R. TENENTE JOÃO CÍCERO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0007336614800330715
1112,88080,R. TENENTE JOÃO CÍCERO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0016256719727893861
1113,88079,R. TENENTE JOÃO CÍCERO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00001897649697872821
1114,88155,R. BENVINDA DE FARIAS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000020934144728780785
1115,88154,R. BENVINDA DE FARIAS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0014810567967247787
1116,89839,AV. MAL. MASCARENHAS DE MORAES,AÇO,6,INDUSTRIAL,,0.0019508164413416943
1117,89840,AV. MAL. MASCARENHAS DE MORAES,AÇO,6,INDUSTRIAL,,0.003072284806096268
1118,89638,EDIF. JOANNA DHÁLIA,PEAD,32,RESIDENCIAL,,0.000010521188145832201
1119,89637,EDIF. JOANNA DHÁLIA,PEAD,32,RESIDENCIAL,,0.00012180429896356326
1120,89633,EDIF. PUERTO BALLATA,PEAD,32,RESIDENCIAL,,0.000009689432233108398
1121,89632,EDIF. PUERTO BALLATA,PEAD,32,RESIDENCIAL,,0.00010549854173946375
1122,89629,O JABÁ RESTAURANTE,PEAD,32,COMERCIAL,,0.00014949660712203471
1123,89628,O JABÁ RESTAURANTE,PEAD,32,COMERCIAL,,0.00008017180225777019
1124,89390,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0025298219936207814
1125,89389,RDP 395.3 - MADALENA/TORRE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.003400852516168709
1126,89388,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0016301179353004414
1127,89386,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.002307482766327898
1128,89385,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0020374764097974116
1129,88691,RUA OURICURI,PEAD,63,RESIDENCIAL/COMERCIAL,,0.001478769963863115
1130,88690,AV. BERNARDO VIEIRA DE MELO (RAMAL MARÉ CHEIA),PEAD,110,RESIDENCIAL/COMERCIAL,,0.0019388713474890907
1131,88689,AV. BERNARDO VIEIRA DE MELO (RAMAL MARÉ CHEIA),PEAD,110,RESIDENCIAL/COMERCIAL,,0.0015601840336560784
1132,90481,LE PARC,PEAD,110,RESIDENCIAL,,0.0002512675585123258
1133,90479,LE PARC,PEAD,63,RESIDENCIAL,,0.0008419120521762576
1134,92297,SUPERFIOS,AÇO,1,INDUSTRIAL,,0.0004236131855353466
1135,92292,LE PARC,PEAD,110,RESIDENCIAL,,0.00001647801417353704
1136,90417,EDIF. PRAIA DE MALLORCA,PEAD,32,RESIDENCIAL,,0.00003572489568899306
1137,90480,LE PARC,PEAD,110,RESIDENCIAL,,0.00030921047512657136
1138,88153,R. BENVINDA DE FARIAS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0018135158501780629
1139,88152,R. BENVINDA DE FARIAS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0009720705578293734
1140,90893,EDIF. LUANDA,PEAD,32,RESIDENCIAL,,0.000015860254738728274
1141,88116,R. DONA MARIA CAROLINA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000574882693496706
1142,88115,R. DONA MARIA CAROLINA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0010807279542070516
1143,88114,R. DONA MARIA CAROLINA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0015708858169989483
1144,91153,R. JOAQUIM MARQUES DE JESUS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00010412192423308358
1145,91152,R. DO LORETO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0001378428749736644
1146,89384,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.002927907050644435
1147,89383,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.003159189443477841
1148,88453,EDIF. LADY SANDRA,PEAD,32,RESIDENCIAL,,0.000006746412194621171
1149,88452,EDIF. LADY SANDRA,PEAD,32,RESIDENCIAL,,0.00008073316417703945
1150,88447,EDIF. MARIA CONSUÊLO,PEAD,32,RESIDENCIAL,,0.000010656831283266146
1151,88445,EDIF. MARIA CONSUÊLO,PEAD,32,RESIDENCIAL,,0.0009335164742206803
1152,89898,ANTIGA ROD. BR-101/SUL,AÇO,8,INDUSTRIAL,,0.0184905427932919
1153,88073,VISCONDE JEQUITINHONHA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00006625464868218682
1154,88072,R. FERNANDO SIMÕES BARBOSA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0009296598633312623
1155,89345,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0009650209018276584
1156,89344,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0017709958448143717
1157,89343,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0038862523672808296
1158,89869,IND. PERNAMBUCO QUÍMICA,AÇO,4,INDUSTRIAL,,0.002082371215625491
1159,89788,AV. MAL. MASCARENHAS DE MORAES,AÇO,6,INDUSTRIAL,,0.012360949608259007
1160,89722,RAMAL 370,AÇO,4,INDUSTRIAL,,0.0011473707726209423
1161,89382,RDP 395.3 - MADALENA/TORRE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.011092609207305537
1162,92333,POSTO DUARTE COELHO,AÇO,4,INDUSTRIAL,,0.0007449607970646473
1163,89935,EDIF. MARIA PAULA,PEAD,32,RESIDENCIAL,,0.00006624750266236456
1164,89934,EDIF. MARIA PAULA,PEAD,32,RESIDENCIAL,,0.00003428738798305981
1165,89896,ANTIGA ROD. BR-101/SUL,AÇO,8,INDUSTRIAL,,0.011852207532194533
1166,89342,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0028912066470034086
1167,89341,RDP 395.3 - MADALENA/TORRE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.02285645797259754
1168,89336,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0010438096406594109
1169,89335,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0033070095044190223
1170,89708,RAMAL KLABIN - CONSIDERAR O AS BUILT DA RR PARA O TRECHO ENTRE OS PONTOS 421 E 445.,AÇO,3,INDUSTRIAL,,0.0035129028552433983
1171,89707,KLABIN (PE-075),AÇO,3,INDUSTRIAL,,0.0038229295412845793
1172,89381,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0034078678669162707
1173,89380,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.002315144930107771
1174,89379,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.008719895407617233
1175,89894,CORN/SIMISA - ANTIGA ROD. BR-101/SUL,AÇO,6,INDUSTRIAL,,0.03198569797107552
1176,89891,EDIF. NOVO JARDIM,PEAD,32,RESIDENCIAL,,0.000012663470811748255
1177,89890,EDIF. NOVO JARDIM,PEAD,32,RESIDENCIAL,,0.00003536325269259036
1178,89871,IND. PERNAMBUCO QUÍMICA,AÇO,4,INDUSTRIAL,,0.00008293026094802876
1179,89870,INDÚSTRIA TINTAS IQUINE,AÇO,1,INDUSTRIAL,,0.00497567583494432
1180,89334,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0030957489217044005
1181,89333,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.002801244589433769
1182,89332,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.002750034779706659
1183,89331,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0023484916718124415
1184,89330,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.002195831208630448
1185,89329,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.002077733777196564
1186,89328,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0021694796889305244
1187,89327,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0022798262313625077
1188,89326,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0027025931807361328
1189,89818,RAMAL INTERNO SEDE COPERGÁS,PEAD,32,COMERCIAL,,0.00001309728952875365
1190,89817,RAMAL INTERNO SEDE COPERGÁS,PEAD,32,COMERCIAL,,0.00001517700184489677
1191,89816,RAMAL INTERNO SEDE COPERGÁS,PEAD,32,COMERCIAL,,0.000013294802593494948
1192,88683,R. NYLO DORNELAS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0004425853849846377
1193,88682,R. BARÃO DE SOUZA LEÃO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000003913749846494595
1194,90406,AV. CONS. AGUIAR,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000006571434698754907
1195,89814,RAMAL INTERNO SEDE COPERGÁS,PEAD,32,COMERCIAL,,0.000012913874709009686
1196,88667,RAMAL DISTRITAL GLÓRIA DO GOITÁ (NISSIN),AÇO,3,INDUSTRIAL,,0.06085423889625965
1212,89800,RAMAL INTERNO SEDE COPERGÁS,PEAD,32,COMERCIAL,,0.000002484722318489533
1197,88666,RAMAL DISTRITAL GLÓRIA DO GOITÁ (NISSIN),AÇO,4,INDUSTRIAL,,0.05496507118447408
1198,90407,R. BARÃO DE SOUZA LEÃO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0000064826334926478755
1199,88677,AV. CONS. AGUIAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000009368171059497151
1200,88676,AV. CONS. AGUIAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0000613884212046539
1201,88673,RAMAL DISTRITAL GLÓRIA DO GOITÁ (NISSIN),AÇO,4,INDUSTRIAL,,0.000018603195545420518
1202,88672,RAMAL DISTRITAL GLÓRIA DO GOITÁ (NISSIN),AÇO,2,INDUSTRIAL,,0.00009209742499114729
1203,88671,RAMAL DISTRITAL GLÓRIA DO GOITÁ (NISSIN),AÇO,3,INDUSTRIAL,,0.000017069101499493172
1204,88670,SADIA,AÇO,3,INDUSTRIAL,,0.0008230763969480598
1205,89378,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0028116647709355395
1206,89377,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0021074348185105367
1207,89376,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0009239637673539547
1208,89375,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0009563079281539742
1209,89374,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0009875002375402315
1210,89868,POSTO AQUINO LUCENA,AÇO,3,INDUSTRIAL,,0.0006538276246732646
1211,89780,PQS SUAPE,AÇO,12,INDUSTRIAL,,0.019404212921394312
1213,89799,RAMAL SEDE COPERGÁS,PEAD,32,COMERCIAL,,0.0005033211193116949
1214,89453,EDIF. ROMILDO MOREIRA JÚNIOR,PEAD,32,RESIDENCIAL,,0.00006371914449916357
1215,89325,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0026743292567366263
1216,89324,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.008516733789670657
1217,92790,R. FERNANDO SIMÕES BARBOSA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0006397936464774374
1218,89323,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0020795231402148296
1219,89322,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0016048079724230034
1220,89452,EDIF. ROMILDO MOREIRA JÚNIOR,PEAD,32,RESIDENCIAL,,0.000013089924713305268
1221,90583,EDIF. PORTAL DOS NAVEGANTES,PEAD,32,RESIDENCIAL,,0.00003544909005016145
1222,90582,EDIF. PORTAL DOS NAVEGANTES,PEAD,32,RESIDENCIAL,,0.00002420615727454484
1223,90568,R. GENERAL SALGADO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00019817673434916977
1224,90041,INDÚSTRIA PEPSICO,AÇO,2,INDUSTRIAL,,0.0003450553433600777
1225,89762,INDÚSTRIA UNILEVER IGARASSU,AÇO,2,INDUSTRIAL,,0.0012521175306418693
1226,90567,R. GENERAL SALGADO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0003973865963241155
1227,90566,R. PROF. AUGUSTO LINS E SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005106551757794659
1228,89694,DIPLOMATA PINA,PEAD,32,COMERCIAL,,0.000051275798779047646
1229,89718,MARACANÃ ALIMENTOS,AÇO,2,INDUSTRIAL,,0.00003760025788475393
1230,89719,MARACANÃ ALIMENTOS,AÇO,2,INDUSTRIAL,,0.000021592813980268533
1231,90517,R. POTYRA (P/IBIZA) -,AÇO,3,INDUSTRIAL,,0.00009336136910414286
1232,89373,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0024643609183735934
1233,89372,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0028346188976775687
1234,89371,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0008191308480421047
1235,89370,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0034772492962734784
1236,89369,RDP 395.3 - MADALENA e TORRE (PROJETO),PEAD,63,RESIDENCIAL/COMERCIAL,,0.0025556641504783186
1237,89838,POSTO ESSO NASSAU,AÇO,4,INDUSTRIAL,,0.000603803716116536
1238,89770,MUSASHI,AÇO,1,INDUSTRIAL,,0.0195870606740001
1239,89320,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0013522617837166471
1240,89319,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0013643594308226775
1241,89318,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0010349912323600226
1242,89317,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.005415668436987772
1243,89316,BOLSÃO ESPINHEIRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.008993324388300623
1244,89680,EDIF. PRAIA DE GUAIUBA,PEAD,32,RESIDENCIAL,,0.00008524748762280329
1245,89679,EDIF. PRAIA DE GUAIUBA,PEAD,32,RESIDENCIAL,,0.0000344628654206234
1246,89676,EDIF. BOULEVARD SAINT DINIZ,PEAD,32,RESIDENCIAL,,0.00002292715283239504
1247,89675,EDIF. BOULEVARD SAINT DINIZ,PEAD,32,RESIDENCIAL,,0.000011734234742836876
1248,89621,EDIF. MARIA DULCE,PEAD,32,RESIDENCIAL,,0.0005743668953480067
1249,89576,EDIF. JOSÉ EUSTACIO VIEIRA,PEAD,63,RESIDENCIAL,,0.000012397574531709574
1250,89620,EDIF. MARIA DULCE,PEAD,32,RESIDENCIAL,,0.000036016957256191945
